ShortName,CIN,Address,SateCode,VAT,Name
ELEKTRO MAR A.S.,3915131,OSTRAVA,CZE,CZ03915131,Elektro MAR a.s.
ABNOVA TAIWAN CORPOR,,TCHAJ-PEJ,TWN,,ABNOVA TAIWAN CORPORATION
FMB OXFORD,,OXFORD,GBR,GB768345687,FMB Oxford
BAODING LEAD FLUID T,,Hebei,CHN,,"BAODING LEAD FLUID TECHNOLOGYCO., LTD"
AA.LAB-SYSTEM,,Ramat-Gan,ISR,,AA.LAB-SYSTEM LTD.
LAZAR PAPERNIK,,Stoughton,USA,,Lazar papernik
TECHNOPROCUR CZ,25103041,PRŮHONICE,CZE,CZ25103041,"TECHNOPROCUR CZ, spol. s r.o."
HIVOLT GMBH,,Hamburg,DEU,DE208833508,HIVOLT GMBH
GUTEKUNST CO KG,,METZINGEN,DEU,DE814933590,GUTEKUNST CO KG
ADVANCED MATERIALS L,,"Littlehampton, West Sussex",GBR,GB736923117,ADVANCED MATERIALS LTD
3DJAKE,,Paldau,AUT,ATU63964918,3DJAKE
SPHEREOPTICS GMBH,HRB219878,UHLDINGEN,DEU,DE227809196,SphereOptics GmbH
YOTTA VOLT SP. Z O.O,,Warsaw,POL,PL5272939805,YOTTA VOLT SP. Z O.O.
PHOTONICS NORTH 2021,,Quebec,CAN,,PHOTONICS NORTH 2021
HVR INTERNATIONAL LT,,"JARROW, TYNE & WEAR",GBR,GB569521512,HVR INTERNATIONAL LTD
VBROADCAST LIMITED,,HONG KONG,HKG,EU826014825,VBROADCAST LIMITED
DAHLMAN FILTER SERVI,,ELSLOO,NLD,NL852600781B01,DAHLMAN FILTER SERVICES B.V.
X-RAY PROTECT,,Wroclaw,POL,PL8992767713,X-RAY PROTECT
"MICROTRADE 2002,KFT.",,BUDAPEŠŤ,HUN,HU13032133,"MICROTRADE 2002,Kft."
FUNDACION GENERAL,,SALAMANCA,ESP,ESG37338118,FUNDACION GENERAL
COSMOVICI INTELLE|CT,,Geneva,CHE,CHE-411.976.255,COSMOVICI INTELLE|CTUAL PROPERTY
CIMAKA INTERNATIONAL,,BULACH,CHE,CH-020.4.020.085-7,CIMAKA INTERNATIONAL GMBH
VERTIV CZECH REPUBLI,62502093,Nišovice,CZE,CZ62502093,Vertiv Czech Republic s.r.o.
GAMMADATA INSTR.,,Uppsala,SWE,SE556296350301,GAMMADATA INSTR.
HAMPTON RESEARCH COR,,ALISO VIEJO,USA,,Hampton Research Corp.
CAEN,,Solingen,DEU,DE814618688,CAEN GmbH
BIOPHYSICS AUSTRIA,,Vienna,AUT,ATU76037049,BIOPHYSICS AUSTRIA
MAKESIM S.R.O.,4997735,PRAHA,CZE,CZ04997735,MAKESIM s.r.o.
WIX.COM,,Izrael,ISR,EU442007451,WIX.COM
SCHAFTER+KIRCHHOFF G,,Hamburg,DEU,DE181936087,Schafter+Kirchhoff GmbH
EUROPEAN PHYSICAL SO,,MULHOUSE,FRA,,European Physical Society
HUBER+SUHNER BKTEL G,,Hueckelhoven,DEU,DE812341357,HUBER+SUHNER BKTEL GMBH
CONNECT 2 CLEANROOMS,,LANCASTER,GBR,GB799997995,Connect 2 Cleanrooms Ltd
DR.HOERLEIN & PARTNE,,MANNHEIM,DEU,DE291837180,Dr.Hoerlein & Partner GbR
PHASETECH SPECTROSC,,Madison,USA,,PhaseTech Spectroscopy Inc.
ECKERT & ZIEGLER CES,45274584,PRAHA,CZE,CZ45274584,Eckert & Ziegler Cesio s.r.o.
CERATIZIT AUSTRIA GM,,Reutte,AUT,DE130522923,CERATIZIT AUSTRIA GMBH
JENA BIOSCIENCE GMBH,,JENA,DEU,DE195825742,Jena Bioscience GmbH
NEWPORT CORPORATION Corporate Headquarters,,IRVINE CA,USA,,Newport corporation
"INFN,",,FRASCATI 00044,ITA,IT04430461006,"INFN, Instituto Nazionale di Fisica Nucleare"
EXPONDO GMBH,,Berlín,DEU,CZ683934283,Expondo GmbH
FERROVAC GMBH,,Zurich-Durnten,CHE,CHE104385685,Ferrovac Gmbh
LENNTECH B.V.,,DELFGAUW,NLD,NL815930185B01,Lenntech B.V.
AIRMASTERS TECHNOLOG,,PATERNA,ESP,ESB98825417,S.L. AIRMASTERS TECHNOLOGY
DICRONITE U.T.E.POHL,,ISERLOHN,DEU,DE812298701,DICRONITE U.T.E.POHL GMBH
AIRLOC LTD,,OETWILL AM SEE,CHE,,AIRLOC LTD
SILNEMAGNETY.SK S.R.,,HANDLOVÁ,SVK,SK2120655977,SILNEMAGNETY.SK S.R.O.
NATIONAL INSTITUTE O,,GAITHERSBURG,USA,,National Institute of Standards and Technology
STAR RAPID LIMITED,,KOWLOON HONG KONG,HKG,,STAR RAPID Limited
REMARKABLE AS,,Oslo,NOR,917352836MVA,reMarkable AS
LAYERTEC OPTICS,,Mellingen,DEU,DE151271723,LAYERTEC OPTICS
ZEAL CLEAN SUPPLIES,,LONDON,GBR,GB648929087,Zeal Clean Supplies Ltd.
AKADEMIAI KLADO ZRT.,,BUDAPEŠŤ,HUN,HU11387729,Akadémiai Kladó Zrt.
EBOOKS CORPORATION U,,London,GBR,,EBOOKS CORPORATION UK LIMITED
3D4MAKERS B.V.,,HAARLEM,NLD,NL854563209B01,3D4MAKERS B.V.
CM SCIENTIFIC RYEFIE,,Dublin 24,IRL,IE3677981AH,CM SCIENTIFIC RYEFIELD (EU) LIMITED
ACCUGROUP Hagg Wood Stone Quarry,,HUDDERSFIELD,GBR,GB136780105,ACCUGROUP
HAM-LET,,NAZARETH,ISR,,HAM-LET
LANDEFELD DRUCKLUFT,,Kassel,DEU,DE113078807,Landefeld Druckluft und Hydraulik GmbH
HARRICK SCIENTIFIC P,,New York,USA,,HARRICK SCIENTIFIC PRODUCTS
FASTENRIGHT LTD,,West Midlands,GBR,GB371541953,FASTENRIGHT LTD
DIGITAL SCIENCE UK 3rd Floor,,London,GBR,GB235979951,Writelatex Ltd.
IDEX OPTICAL,,Didam,NLD,NL800433142B01,IDEX OPTICAL TECHNOLOGIES
KNX ASSOCIATION CVBA,,Diegem,BEL,BE0441460064,KNX ASSOCIATION CVBA
AUTOMOTION COMPONENT,,Chichester,GBR,GB566990288,AUTOMOTION COMPONENTS
UC COMPONENTS,,Morgan Hill,USA,,UC Components
BELT TECHNOLOGIES IN,,AGAWAM,USA,,BELT TECHNOLOGIES INC
"ALCONOX, INC.",,New York,USA,,"ALCONOX, INC."
SOURCELAB SAS,,Palaiseau,FRA,FR32794328674,SourceLAB SAS
ENIKA.CZ S.R.O.,28218167,PRAHA 9,CZE,CZ28218167,ENIKA.CZ s.r.o.
CMR-DIRECT,,CAMBRIDGESHIRE,GBR,GB981175795,CMR-DIRECT
AIP PUBLISHING LLC,,MELVILLE,USA,,AIP Publishing LLC
NOIR LASER COMPANY,,MILFORD,USA,,NOIR LASER COMPANY
ALNOR-SYSTEMY WENTYL,,Warszawa,POL,PL5211068747,ALNOR-SYSTEMY WENTYLACJI
LESJOFORS INDUSTRIAL,,HAGEN-HOHENLIMBURG,DEU,DE815378385,LESJOFORS INDUSTRIAL SPRINGS
INNOLUME GMBH,,DORTMUND,DEU,DE225038980,Innolume GmbH
TAB SERVISS,,Jodlownik,POL,PL7371958592,TAB SERVISS
ARDOP INDUSTRIE,,PESSAC,FRA,FR85825294325,ARDOP INDUSTRIE
INRAD OPTICS,,NORTHVALE,USA,,INRAD OPTIcs
SANYO DENKI EUROPE S,,VILLEPINTE,FRA,FR31348896655,SANYO DENKI EUROPE SA
TRIFID,,Bratislava,SVK,SK2022870663,TRIFID Automation s.r.o.
KUGELLAGER-EXPRESS G,,SCHLOSS HOLTE-STUKENBROCK,DEU,DE293181333,KUGELLAGER-EXPRESS GMBH
"MIKROKOM, S.R.O.",45276676,Praha 4,CZE,CZ45276676,"MIKROKOM, s.r.o."
NKT PHOTONICS A/S,,Birkerod,DNK,DK10048265,NKT PHOTONICS A/S
"EP ENERGY TRADING, A",27386643,PRAHA 1,CZE,CZ27386643,"EP ENERGY TRADING, a.s."
"LIFTAGO CZ, S.R.O.",29138787,PRAHA,CZE,CZ29138787,"Liftago CZ, s.r.o."
PERITAS S.R.O.,24186988,PRAHA,CZE,CZ24186988,Peritas s.r.o.
ATG S.R.O.,45314772,PRAHA 6,CZE,CZ45314772,Advanced Technology Group (ATG)  s.r.o.
"TROX AUSTRIA GMBH, O",49277332,PRAHA,CZE,CZ49277332,"TROX Austria GmbH, organizační složka"
GAPP SYSTEM S.R.O.,60487291,PRAHA 5,CZE,CZ60487291,GAPP System s.r.o.
PAVEL PROCHAZKA,69635587,PEČKY,CZE,CZ7203224490,Pavel Procházka
UJF,61389005,ŘEŽ,CZE,CZ61389005,"Ústav jaderné fyziky AV ČR, v.v.i."
HANNA INSTRUMENTS CZ,27202330,PRAHA 4,CZE,CZ27202330,Hanna Instruments Czech s.r.o.
"U PLAVCU, S.R.O.",3674363,PRAHA,CZE,CZ03674363,"U Plavců, s.r.o."
"EARTH RESOURCES, SPO",47123249,PRAHA,CZE,CZ47123249,"EARTH RESOURCES, spol. s r.o."
"BC. KAREL CERVENY, M",42762260,PRAHA,CZE,,"Bc. Karel Červený, MSc., MBA"
MS TECHNIKA PRO S.R.,28642368,OLOMOUC,CZE,CZ28642368,MS TECHNIKA PRO s.r.o.
KATERINA ULRICHOVA,66792495,Harrachov,CZE,CZ7654233433,Kateřina Ulrichová
FENCL SAFETY S.R.O.,28895452,PRAHA,CZE,CZ28895452,FENCL SAFETY s.r.o.
FTS - FLUID TECHNOLO,5489687,JIHLAVA,CZE,CZ05489687,FTS - Fluid Technology Solutions s.r.o.
"PUMPA,A.S.",25518399,BRNO,CZE,CZ25518399,"PUMPA,a.s."
TOMI CZECH S.R.O.,26830370,PŘEROV,CZE,CZ26830370,Tomi Czech s.r.o.
"SONPO, A.S.",27571505,PRAHA,CZE,CZ27571505,"SONPO, a.s."
OM CONSULTING S.R.O.,2154439,PRAHA,CZE,CZ02154439,OM Consulting s.r.o.
SMART INFORMATICS S.,3781011,PRAHA,CZE,CZ03781011,Smart Informatics s.r.o.
JANCA & EMAS GROUP S,25907069,PRAHA,CZE,CZ25907069,JANČA & EMAS group s.r.o.
MAREK DUSEK,69803072,PRAHA,CZE,,Marek Dušek
NICOLET CZ S.R.O.,26422182,Praha 10,CZE,CZ26422182,Nicolet CZ s.r.o.
ING. JAN BLAHA,14901731,PRAHA,CZE,,Ing. Jan Bláha
KAPE-TO S.R.O.,29027799,DOLNÍ BŘEŽANY,CZE,CZ29027799,KAPE-TO s.r.o.
ENOVATION S.R.O.,27909751,PRAHA,CZE,CZ27909751,enovation s.r.o.
DISTRIMED S.R.O.,27370046,ČESKÝ TĚŠÍN,CZE,CZ27370046,Distrimed s.r.o.
"EUROSTANDARD CZ, SPO",61503991,PRAHA 15,CZE,CZ61503991,"EUROSTANDARD CZ, spol. s r.o."
ENVI GROUP S.R.O.,26367807,TACHOV,CZE,CZ26367807,ENVI GROUP s.r.o.
"GENERI, S. R. O.",48391930,ŠUMPERK,CZE,CZ48391930,"GENERI, s. r. o."
"PS ELECTRONIC, S.R.O",26461757,PRAHA 8,CZE,CZ26461757,"PS electronic, s.r.o."
TUV SUD CZECH S.R.O.,63987121,PRAHA,CZE,CZ63987121,TÜV SÜD Czech s.r.o.
MAREK FIALA,65420667,PRAHA,CZE,,Marek Fiala
"MORRISCZ COMMERCE, S",28779941,PRAHA,CZE,CZ28779941,"MORRISCZ Commerce, s.r.o."
"OPTOKON, A.S.",13692283,JIHLAVA,CZE,CZ13692283,"Optokon, a.s."
DATASENSE S.R.O.,24664812,PRAHA,CZE,CZ24664812,DATASENSE s.r.o.
KOPOS KOLIN A.S.,61672971,KOLÍN,CZE,CZ61672971,KOPOS KOLÍN a.s.
KENTIGEN S.R.O.,2211491,HODONÍN,CZE,CZ02211491,Kentigen s.r.o.
PRIMAFUTURE.CZ S.R.O,28128842,PRAHA,CZE,CZ28128842,PrimaFuture.cz s.r.o.
SINDLER MARTIN,75189658,LOUČEŇ,CZE,CZ8612051140,Sindler Martin
ABECEDAPC CONSULTING,4534794,KOLÍN,CZE,CZ04534794,AbecedaPC Consulting a.s.
KINEX MEASURING S.R.,24201375,PRAHA 9,CZE,CZ24201375,KINEX Measuring s.r.o.
UMG*,68378050,PRAHA 4,CZE,CZ68378050,"Ústav molekulární genetiky AV ČR, v.v.i."
"DATA ELEKTRONIK, SPO",60707186,BRNO,CZE,CZ60707186,"DATA ELEKTRONIK, spol. s r.o."
AUDIO PARTNER S.R.O.,27114147,PRAHA,CZE,CZ27114147,AUDIO PARTNER s.r.o.
"ELTY, S.R.O.",26484552,PRAHA 7,CZE,CZ26484552,"ELTY, s.r.o."
BATPRO NAPAJECI SYST,27746895,PRAHA,CZE,CZ27746895,BATPRO napájecí systémy s.r.o.
ECONOMIA,28191226,Praha 8,CZE,CZ28191226,"Economia, a.s."
STATECH S.R.O.,27402975,DOLNÍ BEŘKOVICE,CZE,CZ27402975,STATECH s.r.o.
TECHNICKO-INZENYRSKE,26948923,LETOVICE,CZE,CZ26948923,TECHNICKO-INŽENÝRSKÉ SLUŽBY s.r.o.
ING. MIROSLAV OSICKA,75372380,OSTRAVA,CZE,CZ8009244947,Ing. Miroslav Osička
NOVAK CONTAINER S.R.,5032121,VALAŠSKÉ MEZIŘÍČÍ,CZE,CZ05032121,NOVAK CONTAINER s.r.o.
MORIS DESIGN S.R.O.,27218228,PRAHA,CZE,CZ27218228,MORIS design s.r.o.
NATIONAL INSTRUMENTS,25780697,PRAHA 1,CZE,CZ25780697,NATIONAL INSTRUMENTS s.r.o.
DOMATECH.CZ S.R.O.,27470954,Praha 1,CZE,CZ27470954,DOMATECH.CZ s.r.o.
MIROLUK S.R.O.,29123305,PLZEŇ 3,CZE,CZ29123305,MIROLUK s.r.o.
"PLASTIMEX PROSTEJOV,",46966820,PROSTĚJOV,CZE,CZ46966820,"PLASTIMEX Prostějov,spol.s r.o."
VERBAU S.R.O.,27119025,PRAHA,CZE,CZ27119025,VERBAU s.r.o.
VSE PRO TISK S.R.O.,28069153,PÍSEK,CZE,CZ28069153,VŠE PRO TISK s.r.o.
ENGAGE ADVISORY S.R.,5433762,BRNO,CZE,CZ05433762,Engage Advisory s.r.o.
SCIENTIFIC INSTRUME.,44013272,BRNO,CZE,CZ44013272,"Scientific instruments, spol. s r.o."
NETSTORES S.R.O.,27203026,ČERČANY,CZE,CZ27203026,NetStores s.r.o.
AUDIOLIGHT SALES S.R,28198689,PRAHA,CZE,CZ28198689,Audiolight sales s.r.o.
SECOMP PC,25141228,PRAHA 9,CZE,CZ25141228,"SECOMP PC Plus CZ, a.s."
"APOGEO ESTEEM, A.S.",26103451,Praha 3,CZE,CZ26103451,"APOGEO Esteem, a.s."
KILLICH S.R.O.,25493558,LIBEREC,CZE,CZ25493558,Killich s.r.o.
ZELEZARSTVI OLDRICH,26953331,BRNO,CZE,CZ26953331,"Železářství Oldřich Barták, spol. s r.o."
SANJA RISTIC,69479950,PRAHA,CZE,CZ6459062137,Sanja Ristić
IBS SCHERER CZECH S.,27480143,NÁCHOD,CZE,CZ27480143,IBS Scherer Czech s.r.o.
PRVNI JILOVSKA A.S.,46356584,JÍLOVÉ U PRAHY,CZE,CZ46356584,První jílovská a.s. (možno užívat tvar 1. jílovská a.s.)
TEREZA KOCIAN ENGELO,70332339,PRAHA,CZE,,Tereza Kocian Engelová
ROBIN CAIS,64859916,PRAHA,CZE,CZ7806081844,Robin Cais
AP CAR S.R.O.,25107135,DOLNÍ BŘEŽANY,CZE,CZ25107135,AP car s.r.o.
NARADI DOLEZALOVA S.,27634493,PRAHA,CZE,CZ27634493,Nářadí Doležalova s.r.o.
ESSENTRA COMPONENTS,27195031,BRNO,CZE,CZ27195031,Essentra Components s.r.o.
BEXAMED S.R.O.,24766356,PRAHA,CZE,CZ24766356,BEXAMED s.r.o.
KLATT S.R.O.,62958194,KOLÍN,CZE,CZ62958194,KLATT s.r.o.
MILAN SKODA - FOTO,43164536,PRAHA,CZE,CZ5501010163,Milan Škoda - FOTO
"MW-DIAS, A.S.",25368907,OSTRAVA,CZE,CZ25368907,"MW-DIAS, a.s."
JAKUB VLACHY,68860340,PRAHA,CZE,CZ8003160176,Jakub Vlachý
"DFC DESIGN, S.R.O.",27688097,BRNO,CZE,CZ27688097,"DFC Design, s.r.o."
MESTSKY SOUD V PRAZE,215660,PRAHA 2,CZE,,Městský soud v Praze
ING. MARTIN CERNY,3667171,PRAHA,CZE,CZ03667171,Ing. Martin Černý
"J2B COMMUNITY, S.R.O",4914881,PRAHA,CZE,CZ04914881,"J2B Community, s.r.o."
"POP TABOR - JC, S.R.",25159038,TÁBOR,CZE,CZ25159038,"POP Tábor - JC, s.r.o."
ZDRAVOTNI USTAV SE S,71009361,ÚSTÍ NAD LABEM,CZE,CZ71009361,Zdravotní ústav se sídlem v Ústí nad Labem
IAESTE CVUT V PRAZE,70966923,PRAHA,CZE,CZ70966923,IAESTE ČVUT v Praze
"LEGAT TRADE, S.R.O.",27770494,KARVINÁ,CZE,CZ27770494,"Legat Trade, s.r.o."
KAJMAN K CZ S.R.O.,1647741,PŘELOUČ,CZE,CZ01647741,Kajman K CZ s.r.o.
AXIMA S.R.O.,18825176,Brno,CZE,CZ18825176,AXIMA s.r.o.
LAPP KABEL S.R.O.,25519506,OTROKOVICE,CZE,CZ25519506,LAPP KABEL s.r.o.
MARCCRAB GASTRO CB S,1984390,PRAHA,CZE,CZ01984390,MARCCRAB GASTRO CB s.r.o.
BUSINESS EXCELLENCE,27427234,PRAHA,CZE,CZ27427234,Business Excellence CONSULTING s.r.o.
TEDOX S.R.O.,26722810,PRAHA,CZE,CZ26722810,TEDOX s.r.o.
IP MEDIACNI CENTRUM,9894811,PRAHA,CZE,,"IP mediační centrum Praha, zapsaný ústav"
GENCHEM S.R.O.,29225175,PRAHA,CZE,CZ29225175,GenChem s.r.o.
"BP - SERVICE, S.R.O.",26109123,BLATNÁ,CZE,CZ26109123,"BP - SERVICE, s.r.o."
ADVENTURE TIME S.R.O,27877329,PRAHA,CZE,CZ27877329,Adventure Time s.r.o.
"UZIMEX PRAHA, SPOL.",44849940,PRAHA 5,CZE,CZ44849940,"Uzimex Praha, spol. s r.o."
NWT,63469511,HULÍN,CZE,CZ63469511,NWT a.s.
ALUMECO CZ S.R.O.,28273974,ŠLAPANICE,CZE,CZ28273974,ALUMECO CZ s.r.o.
TOMAS DVORAK,6192386,PRAHA,CZE,CZ8811120505,Tomáš Dvořák
ALDO S.R.O.,24184853,PRAHA 2,CZE,CZ24184853,ALDO s.r.o.
PER PARTES CONSULTIN,26236745,BRNO,CZE,CZ26236745,"Per Partes Consulting, s.r.o."
MGR. JANA PLATICHOVA,5548357,TŘEBÍVLICE,CZE,,Mgr. Jana Platichová
TESTE,26129507,PODĚBRADY,CZE,CZ26129507,TESTOVACÍ TECHNIKA s.r.o.
NARODNI FILMOVY ARCH,57266,PRAHA,CZE,CZ00057266,Národní filmový archiv
OBI CESKA REPUBLIKA,60470968,PRAHA,CZE,CZ60470968,OBI ČESKÁ REPUBLIKA S.R.O.
CCB STORES CZ S.R.O.,7970218,PRAHA,CZE,CZ07970218,CCB Stores CZ s.r.o.
STEHOVANI PRAHA S.R.,26847132,Ostrava,CZE,CZ26847132,Stěhování Praha s.r.o.
LIMAK TZB S.R.O.,29151341,PRAHA,CZE,CZ29151341,Limak TZB s.r.o.
BOUTIQO S.R.O.,7228775,LITOMYŠL,CZE,CZ07228775,Boutiqo s.r.o.
HALFEN S.R.O.,65409931,PRAHA 13,CZE,CZ65409931,HALFEN s.r.o.
"CEIT, SPOL. S R.O.",49434586,STŘELICE,CZE,CZ49434586,"CEIT, spol. s r.o."
EIZO EUROPE GMBH ORG,24224880,PRAHA,CZE,CZ24224880,EIZO Europe GmbH organizační složka
"PEVEKO, SPOL. S R. O",15527409,UHERSKÉ HRADIŠTĚ,CZE,CZ15527409,"PEVEKO, spol. s r. o."
SCHNEIDER ELECTRIC C,60467550,PRAHA,CZE,CZ60467550,"Schneider Electric CZ, s.r.o."
"SKLENARSTVI PUDIL, S",28874374,PRAHA  4 KAMÝK,CZE,CZ28874374,"Sklenářství Pudil, s.r.o."
CONSTRUCTING S.R.O.,24282375,PRAHA,CZE,CZ24282375,CONSTRUCTING s.r.o.
ORBIX S.R.O.,26694638,PRAHA 1,CZE,CZ26694638,ORBIX s.r.o.
"ING. DAVID SNOPEK, P",75343509,JIČÍN,CZE,,"ing. David Snopek, Ph.D."
FILIP REAL A.S.,27886557,PRAHA,CZE,CZ27886557,FILIP REAL a.s.
KAIZEN INTERNATIONAL,9255206,OSTRAVA,CZE,CZ09255206,Kaizen International s.r.o.
"MN - SYSTEMS, S.R.O.",29294002,ZLÍN,CZE,CZ29294002,"MN - systems, s.r.o."
ENGIE,26121603,PRAHA 4,CZE,CZ26121603,ENGIE Services a.s.
OSCOM TRADING S.R.O.,3336093,HUMPOLEC,CZE,CZ03336093,OSCOM TRADING s.r.o.
HW SERVER S.R.O.,27409392,PRAHA 4,CZE,CZ27409392,HW server s.r.o.
"CANBERRA-PACKARD, S.",44850867,PRAHA,CZE,CZ44850867,"CANBERRA-PACKARD, s.r.o."
"PROSPON, SPOL. S R.O",45145466,Kladno,CZE,CZ45145466,"ProSpon, spol. s r.o."
ALFA MEDICA S.R.O.,27597351,PRAHA,CZE,,ALFA MEDICA s.r.o.
R-PASS S.R.O.,5251150,BRNO,CZE,CZ05251150,R-PASS s.r.o.
UNIFER ALFA A.S.,1698605,BRNO,CZE,CZ01698605,UNIFER alfa a.s.
"ELBA CECHY, A.S.",48154903,Syrovátka,CZE,CZ48154903,"ELBA Čechy, a.s."
"CARL STAHL & SPOL, S",62418394,PRAHA,CZE,CZ62418394,"Carl Stahl & spol, s.r.o."
"KOVODRUZSTVO, VYROBN",28908,PLZEŇ,CZE,CZ00028908,"KOVODRUŽSTVO, výrobní družstvo v Plzni"
MERCK SPOL. S R.O.,18626971,PRAHA4,CZE,CZ18626971,MERCK SPOL. S R.O.
SECUPACK S.R.O.,28287592,SYROVICE,CZE,CZ28287592,Secupack s.r.o.
VISTECH S.R.O.,7781806,PRŮHONICE,CZE,CZ07781806,VISTECH s.r.o.
BD SENSORS S.R.O.,49968416,BUCHLOVICE,CZE,CZ49968416,BD SENSORS s.r.o.
SVMTECH S.R.O.,4004205,PRAHA,CZE,CZ04004205,SVMTech s.r.o.
UVC SERVIS S.R.O.,1637134,Praha 8,CZE,CZ01637134,UVC Servis s.r.o.
ARBYD CZ S.R.O.,26339269,CHOTIKOV,CZE,CZ26339269,ARBYD CZ s.r.o.
"TOI TOI, SANITARNI S",49551655,SLANÝ,CZE,CZ49551655,"TOI TOI, sanitární systémy, s r.o."
REMKO CZECH S.R.O.,7958536,PRAHA,CZE,CZ07958536,REMKO CZECH s.r.o.
PROFIPOTISK S.R.O.,3860418,OSTRAVA,CZE,CZ03860418,profiPOTISK s.r.o.
"AZ ELEKTROPROJEKCE,",25756095,PRAHA,CZE,CZ25756095,"AZ elektroprojekce, s.r.o."
PLASTUM TRADING S.R.,4551231,NESOVICE,CZE,CZ04551231,PLASTUM Trading s.r.o.
"BIOGEN PRAHA, S.R.O.",63077477,PRAHA,CZE,CZ63077477,"Biogen Praha, s.r.o."
TORVINPER S.R.O.,28372255,PRAHA,CZE,CZ28372255,TORVINPER s.r.o.
ELIMA ELEKTRO S.R.O.,3600050,JIČÍN,CZE,CZ03600050,ELIMA ELEKTRO s.r.o.
ING. ROBERT HOSEK,9767584,ODOLENA VODA,CZE,,Ing. Robert Hošek
LENKA GUTWIRTHOVA,48211176,ČESKÝ KRUMLOV,CZE,CZ7159061349,Lenka Gutwirthová
MAAT S.R.O.,26214172,PRAHA,CZE,CZ26214172,Maat s.r.o.
BACS S.R.O.,2692911,PRAHA,CZE,CZ02692911,BACS s.r.o.
MARTIN EICHLER EM-DE Rochlice,70210128,LIBEREC,CZE,CZ904113459,Martin Eichler EM-DESING
HANZAL NARADI - STRO,27287599,MOST,CZE,CZ27287599,Hanzal nářadí - stroje s.r.o.
SCHOELLER PHARMA PRA,49681541,PRAHA  4,CZE,CZ49681541,Schoeller Pharma Praha s.r.o.
IXPERTA S.R.O.,27599523,PRAHA,CZE,CZ27599523,IXPERTA s.r.o.
SICO RENT S.R.O.,28957857,JENŠTEJN,CZE,CZ28957857,SICO RENT s.r.o.
PRO 8 S.R.O.,62025431,PARDUBICE,CZE,CZ62025431,PRO 8 s.r.o.
INSULO S.R.O.,27304698,ÚSTÍ NAD LABEM,CZE,CZ27304698,INSULO s.r.o.
AB-STORE S.R.O.,28459423,PODĚBRADY,CZE,CZ28459423,AB-STORE s.r.o.
SVARMETAL  S. R. O.,26850036,VRATIMOV,CZE,CZ26850036,SVARMETAL  s. r. o.
OLYMPUS CZECH,27068641,PRAHA 6,CZE,CZ27068641,"Olympus Czech Group, s.r.o., člen koncernu"
D - KLIMA S.R.O.,26292149,PUSTIMĚŘ,CZE,CZ26292149,D - Klima s.r.o.
"PRPOM, S. R. O.",5569541,PRAHA,CZE,CZ05569541,"PrPom, s. r. o."
MARTIN KOTUS,67213031,TANVALD,CZE,CZ7410022543,Martin Kotus
ELCOM,25077155,OSTRAVA,CZE,CZ25077155,"ELCOM, a.s."
OBEC ROKYTNICE N/JI,276057,ROKYTNICE NAD JIZEROU,CZE,CZ00276057,Městský úřad  Rokytnice nad Jizerou
VOJTECH KOVAL,9600884,PRAHA,CZE,,Vojtěch Koval
JAROSLAV URBAN,64055485,LOUKOV,CZE,CZ6905282538,Jaroslav Urban
NAKOL S. R. O.,25794337,KOLIN,CZE,CZ25794337,NAKOL s. r. o.
ING.ARCH. LUKAS BRUS,87133644,KOPŘIVNICE,CZE,,Ing.arch. Lukáš Brus
WEISS TECHNIK PRAHA,49355031,PRAHA 20,CZE,CZ49355031,WEISS TECHNIK Praha spol. s r.o.
METROSTAV,14915,PRAHA 8,CZE,CZ00014915,METROSTAV a.s.
VIDEOANIMACE S.R.O.,9132562,PRAHA,CZE,,VideoAnimace s.r.o.
ELEKTROINSTALACE S.R,27432084,PRAHA,CZE,CZ27432084,Elektroinstalace s.r.o.
HRUBYMOVING TRANSPOR,28517679,PRAHA,CZE,CZ28517679,"HrubyMOVING TRANSPORT, a.s."
TAKOS S.R.O.,63995522,PRAHA,CZE,CZ63995522,TAKOS s.r.o.
V.J.ROUSEK,43005403,PRAHA       4,CZE,CZ43005403,V.J.ROUSEK
NAKLADATELSTVI C.H.B,49366661,PRAHA 1,CZE,CZ49366661,Nakladatelství C.H.Beck
SPIRAX SARCO SPOL. S,49685554,PRAHA,CZE,CZ49685554,Spirax Sarco spol. s r.o.
IVO JORDAN,74513303,UHERSKÝ BROD,CZE,CZ8102104197,Ivo Jordán
AB EFEKT SPOL. S R.O,45273545,Praha,CZE,CZ45273545,AB EFEKT spol. s r.o.
BSJ GROUP,27869407,PRAHA  1,CZE,CZ27869407,BSJ Group
PEDDY GROUP S.R.O.,28683927,LITVÍNOV,CZE,28683927,PEDDY Group s.r.o.
KH TECH S.R.O.,27507360,CHOTĚBOŘ,CZE,CZ27507360,KH Tech s.r.o.
"STELLIS, S.R.O.",3867951,PRAHA,CZE,CZ03867951,"Stellis, s.r.o."
"ASIO NEW, SPOL. S R.",29303125,BRNO,CZE,CZ29303125,"ASIO NEW, spol. s r.o."
REXONIX S.R.O.,4493982,PRAHA,CZE,CZ04493982,Rexonix s.r.o.
"HPST, S.R.O.",25791079,PRAHA 9,CZE,CZ25791079,"HPST, s.r.o."
LINDR.CZ S.R.O.,28831161,Sadová,CZE,CZ28831161,LINDR.CZ s.r.o.
"SPACIOUS, S.R.O.",9373756,BŘEZOVÁ-OLEŠKO,CZE,,"Spacious, s.r.o."
